post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks
външният министър на с. македония пристигна в гърция,14-01-21 16:43,2,0,5,Novini.bg,0,гърция,True,8,5.625,0,"['външният', 'министър', 'на', 'с.', 'македония', 'пристигна', 'в', 'гърция']","['външният', 'министър', 'на', 'с', 'македония', 'пристигна', 'в', 'гърция']",3,1,0
"националната администрация за безопасност на движението по пътищата (nhtsa) на сащ поиска от компанията ""тесла"" (tesla inc.) да изтегли от пазара около 158 000 електромобила model s и model x поради неизправности на дисплея.",14-01-21 16:35,2,2,0,Novini.bg,0,дисплея.,True,34,5.617647058999999,0,"['националната', 'администрация', 'за', 'безопасност', 'на', 'движението', 'по', 'пътищата', '(', 'nhtsa', ')', 'на', 'сащ', 'поиска', 'от', 'компанията', '``', 'тесла', ""''"", '(', 'tesla', 'inc.', ')', 'да', 'изтегли', 'от', 'пазара', 'около', '158', '000', 'електромобила', 'model', 's', 'и', 'model', 'x', 'поради', 'неизправности', 'на', 'дисплея', '.']","['националната', 'администрация', 'за', 'безопасност', 'на', 'движението', 'по', 'пътищата', '', 'nhtsa', '', 'на', 'сащ', 'поиска', 'от', 'компанията', '', 'тесла', '', '', 'tesla', 'inc', '', 'да', 'изтегли', 'от', 'пазара', 'около', '158', '000', 'електромобила', 'model', 's', 'и', 'model', 'x', 'поради', 'неизправности', 'на', 'дисплея']",11,4,0
"цветанов допълни още, че населението ни не е достатъчно информирано от действията на правителството в условията на пандемия",14-01-21 16:33,21,3,16,Novini.bg,0,пандемия,True,18,5.8888888889999995,0,"['цветанов', 'допълни', 'още', ',', 'че', 'населението', 'ни', 'не', 'е', 'достатъчно', 'информирано', 'от', 'действията', 'на', 'правителството', 'в', 'условията', 'на', 'пандемия']","['цветанов', 'допълни', 'още', 'че', 'населението', 'ни', 'не', 'е', 'достатъчно', 'информирано', 'от', 'действията', 'на', 'правителството', 'в', 'условията', 'на', 'пандемия']",9,1,0
"пенсионните фондове ще са длъжни да гарантират размера на вноските, постъпили през годините",14-01-21 16:32,2,0,0,Novini.bg,0,годините,True,13,6.076923077000001,0,"['пенсионните', 'фондове', 'ще', 'са', 'длъжни', 'да', 'гарантират', 'размера', 'на', 'вноските', ',', 'постъпили', 'през', 'годините']","['пенсионните', 'фондове', 'ще', 'са', 'длъжни', 'да', 'гарантират', 'размера', 'на', 'вноските', 'постъпили', 'през', 'годините']",5,1,0
"йосиф йосифов е конвоиран до затвора в софия от служители на главна дирекция ""охрана"" при министерство на правосъдието",14-01-21 16:31,2,0,0,Novini.bg,0,правосъдието,True,18,5.6111111110000005,0,"['йосиф', 'йосифов', 'е', 'конвоиран', 'до', 'затвора', 'в', 'софия', 'от', 'служители', 'на', 'главна', 'дирекция', '``', 'охрана', ""''"", 'при', 'министерство', 'на', 'правосъдието']","['йосиф', 'йосифов', 'е', 'конвоиран', 'до', 'затвора', 'в', 'софия', 'от', 'служители', 'на', 'главна', 'дирекция', '', 'охрана', '', 'при', 'министерство', 'на', 'правосъдието']",8,2,0
световноизвестният оперен певец хуан диего флорес тази вечер излиза на сцената на ндк заедно със софийската филхармония.,14-01-21 16:23,4,0,1,Novini.bg,0,филхармония.,True,17,6.117647058999999,0,"['световноизвестният', 'оперен', 'певец', 'хуан', 'диего', 'флорес', 'тази', 'вечер', 'излиза', 'на', 'сцената', 'на', 'ндк', 'заедно', 'със', 'софийската', 'филхармония', '.']","['световноизвестният', 'оперен', 'певец', 'хуан', 'диего', 'флорес', 'тази', 'вечер', 'излиза', 'на', 'сцената', 'на', 'ндк', 'заедно', 'със', 'софийската', 'филхармония']",5,1,0
"""враговете ни трябва да знаят, че всякакво нарушаване и нахлуване в ирански води ще бъде посрещнато от крилати ракети, както от брега, така и от морето"", заяви говорителят на военното учение адмирал хамзех али кавиани",14-01-21 16:18,2,0,0,Novini.bg,0,кавиани,True,35,5.228571429,0,"['``', 'враговете', 'ни', 'трябва', 'да', 'знаят', ',', 'че', 'всякакво', 'нарушаване', 'и', 'нахлуване', 'в', 'ирански', 'води', 'ще', 'бъде', 'посрещнато', 'от', 'крилати', 'ракети', ',', 'както', 'от', 'брега', ',', 'така', 'и', 'от', 'морето', ""''"", ',', 'заяви', 'говорителят', 'на', 'военното', 'учение', 'адмирал', 'хамзех', 'али', 'кавиани']","['', 'враговете', 'ни', 'трябва', 'да', 'знаят', 'че', 'всякакво', 'нарушаване', 'и', 'нахлуване', 'в', 'ирански', 'води', 'ще', 'бъде', 'посрещнато', 'от', 'крилати', 'ракети', 'както', 'от', 'брега', 'така', 'и', 'от', 'морето', '', 'заяви', 'говорителят', 'на', 'военното', 'учение', 'адмирал', 'хамзех', 'али', 'кавиани']",15,6,0
италианското правителство запазва строгите мерки за ограничаване на разпространението на коронавируса и удължава действието на забраната за пътуване между италианските области до 15 февруари.,14-01-21 16:12,3,0,1,Novini.bg,0,февруари.,True,24,7.0,0,"['италианското', 'правителство', 'запазва', 'строгите', 'мерки', 'за', 'ограничаване', 'на', 'разпространението', 'на', 'коронавируса', 'и', 'удължава', 'действието', 'на', 'забраната', 'за', 'пътуване', 'между', 'италианските', 'области', 'до', '15', 'февруари', '.']","['италианското', 'правителство', 'запазва', 'строгите', 'мерки', 'за', 'ограничаване', 'на', 'разпространението', 'на', 'коронавируса', 'и', 'удължава', 'действието', 'на', 'забраната', 'за', 'пътуване', 'между', 'италианските', 'области', 'до', '15', 'февруари']",8,1,0
кучето е нахапало лявата ръка 10-годишното момиченце,14-01-21 15:52,3,0,2,Novini.bg,0,момиченце,True,7,6.571428571,0,"['кучето', 'е', 'нахапало', 'лявата', 'ръка', '10-годишното', 'момиченце']","['кучето', 'е', 'нахапало', 'лявата', 'ръка', '10годишното', 'момиченце']",1,1,0
"фенове на филма ""сам вкъщи 2: изгубен в ню йорк"" от известно време призоват в twitter да се премахнат кадрите с участието на доналд тръмп",14-01-21 15:49,97,23,78,Novini.bg,0,тръмп,True,25,4.52,0,"['фенове', 'на', 'филма', '``', 'сам', 'вкъщи', '2', ':', 'изгубен', 'в', 'ню', 'йорк', ""''"", 'от', 'известно', 'време', 'призоват', 'в', 'twitter', 'да', 'се', 'премахнат', 'кадрите', 'с', 'участието', 'на', 'доналд', 'тръмп']","['фенове', 'на', 'филма', '', 'сам', 'вкъщи', '2', 'изгубен', 'в', 'ню', 'йорк', '', 'от', 'известно', 'време', 'призоват', 'в', 'twitter', 'да', 'се', 'премахнат', 'кадрите', 'с', 'участието', 'на', 'доналд', 'тръмп']",10,3,0
в плаващото сметище има пластмасови бутилки и други предмети,14-01-21 15:42,8,0,7,Novini.bg,0,предмети,True,9,5.777777778,0,"['в', 'плаващото', 'сметище', 'има', 'пластмасови', 'бутилки', 'и', 'други', 'предмети']","['в', 'плаващото', 'сметище', 'има', 'пластмасови', 'бутилки', 'и', 'други', 'предмети']",4,0,0
министърът на младежта и спорта красен кралев връчи почетен плакет на ммс на джудиста ивайло иванов.,14-01-21 15:37,3,0,0,Novini.bg,0,иванов.,True,16,5.3125,0,"['министърът', 'на', 'младежта', 'и', 'спорта', 'красен', 'кралев', 'връчи', 'почетен', 'плакет', 'на', 'ммс', 'на', 'джудиста', 'ивайло', 'иванов', '.']","['министърът', 'на', 'младежта', 'и', 'спорта', 'красен', 'кралев', 'връчи', 'почетен', 'плакет', 'на', 'ммс', 'на', 'джудиста', 'ивайло', 'иванов']",4,1,0
заради натрупания сняг в последните дни камионите по сметоизвозване са неспособни да извършват дейността си,14-01-21 15:36,4,0,4,Novini.bg,0,си,True,15,6.2,0,"['заради', 'натрупания', 'сняг', 'в', 'последните', 'дни', 'камионите', 'по', 'сметоизвозване', 'са', 'неспособни', 'да', 'извършват', 'дейността', 'си']","['заради', 'натрупания', 'сняг', 'в', 'последните', 'дни', 'камионите', 'по', 'сметоизвозване', 'са', 'неспособни', 'да', 'извършват', 'дейността', 'си']",7,0,0
"в началото на февруари ще бъде поставена втората доза на ваксината, уточняват от рзи.",14-01-21 15:30,3,0,2,Novini.bg,0,рзи.,True,14,5.1428571430000005,0,"['в', 'началото', 'на', 'февруари', 'ще', 'бъде', 'поставена', 'втората', 'доза', 'на', 'ваксината', ',', 'уточняват', 'от', 'рзи', '.']","['в', 'началото', 'на', 'февруари', 'ще', 'бъде', 'поставена', 'втората', 'доза', 'на', 'ваксината', 'уточняват', 'от', 'рзи']",6,2,0
"йосиф йосифов е конвоиран до затвора в софия от служители на главна дирекция ""охрана"" при министерство на правосъдието",14-01-21 15:27,13,2,2,Novini.bg,0,правосъдието,True,18,5.6111111110000005,0,"['йосиф', 'йосифов', 'е', 'конвоиран', 'до', 'затвора', 'в', 'софия', 'от', 'служители', 'на', 'главна', 'дирекция', '``', 'охрана', ""''"", 'при', 'министерство', 'на', 'правосъдието']","['йосиф', 'йосифов', 'е', 'конвоиран', 'до', 'затвора', 'в', 'софия', 'от', 'служители', 'на', 'главна', 'дирекция', '', 'охрана', '', 'при', 'министерство', 'на', 'правосъдието']",8,2,0
време е за втора победа за българия! 🏐👍🇧💪🇧,14-01-21 15:22,4,0,0,Novini.bg,0,🏐👍🇧💪🇧,True,8,4.375,0,"['време', 'е', 'за', 'втора', 'победа', 'за', 'българия', '!', '🏐👍🇧💪🇧']","['време', 'е', 'за', 'втора', 'победа', 'за', 'българия', '']",4,1,1
"„amazon studios“, които в момента подготвят най-чакания сериал след финала на „игра на тронове“, обявиха какво ще се разказва в новия сериал, посветен на измисления свят, създаден от автора на „властелинът на пръстените“.",14-01-21 15:21,5,2,2,Novini.bg,0,пръстените“.,True,33,5.727272727000001,0,"['„', 'amazon', 'studios', '“', ',', 'които', 'в', 'момента', 'подготвят', 'най-чакания', 'сериал', 'след', 'финала', 'на', '„', 'игра', 'на', 'тронове', '“', ',', 'обявиха', 'какво', 'ще', 'се', 'разказва', 'в', 'новия', 'сериал', ',', 'посветен', 'на', 'измисления', 'свят', ',', 'създаден', 'от', 'автора', 'на', '„', 'властелинът', 'на', 'пръстените', '“', '.']","['', 'amazon', 'studios', '', 'които', 'в', 'момента', 'подготвят', 'найчакания', 'сериал', 'след', 'финала', 'на', '', 'игра', 'на', 'тронове', '', 'обявиха', 'какво', 'ще', 'се', 'разказва', 'в', 'новия', 'сериал', 'посветен', 'на', 'измисления', 'свят', 'създаден', 'от', 'автора', 'на', '', 'властелинът', 'на', 'пръстените', '']",14,6,0
брифинг на красимир каракачанов,14-01-21 15:19,52,5,108,Novini.bg,0,каракачанов,True,4,7.0,0,"['брифинг', 'на', 'красимир', 'каракачанов']","['брифинг', 'на', 'красимир', 'каракачанов']",1,0,0
идеята на кампанията е - четете повече книги и засаждайте дървета!,14-01-21 15:14,10,0,0,Novini.bg,0,дървета!,True,11,5.090909091,0,"['идеята', 'на', 'кампанията', 'е', '-', 'четете', 'повече', 'книги', 'и', 'засаждайте', 'дървета', '!']","['идеята', 'на', 'кампанията', 'е', 'четете', 'повече', 'книги', 'и', 'засаждайте', 'дървета']",4,2,1
"според правителствени източници парадът се състои на площад ""ким ир-сен"" в центъра на пхенян",14-01-21 15:12,3,0,0,Novini.bg,0,пхенян,True,14,5.642857143,0,"['според', 'правителствени', 'източници', 'парадът', 'се', 'състои', 'на', 'площад', '``', 'ким', 'ир-сен', ""''"", 'в', 'центъра', 'на', 'пхенян']","['според', 'правителствени', 'източници', 'парадът', 'се', 'състои', 'на', 'площад', '', 'ким', 'ирсен', '', 'в', 'центъра', 'на', 'пхенян']",5,3,0
"дъщерята на полския президент анджей дуда, кинга дуда, повече няма да работи като независим консултант на правителството.",14-01-21 15:03,5,0,0,Novini.bg,0,правителството.,True,17,6.176470588,0,"['дъщерята', 'на', 'полския', 'президент', 'анджей', 'дуда', ',', 'кинга', 'дуда', ',', 'повече', 'няма', 'да', 'работи', 'като', 'независим', 'консултант', 'на', 'правителството', '.']","['дъщерята', 'на', 'полския', 'президент', 'анджей', 'дуда', 'кинга', 'дуда', 'повече', 'няма', 'да', 'работи', 'като', 'независим', 'консултант', 'на', 'правителството']",6,3,0
вирусът пак удари,14-01-21 15:01,4,0,0,Novini.bg,0,удари,True,3,5.0,0,"['вирусът', 'пак', 'удари']","['вирусът', 'пак', 'удари']",1,0,0
вирусът взе жертви за денонощието,14-01-21 14:59,4,0,0,Novini.bg,0,денонощието,True,5,5.8,0,"['вирусът', 'взе', 'жертви', 'за', 'денонощието']","['вирусът', 'взе', 'жертви', 'за', 'денонощието']",1,0,0
35-годишен счупи дрегера,14-01-21 14:59,6,2,0,Novini.bg,0,дрегера,True,3,7.333333333,0,"['35-годишен', 'счупи', 'дрегера']","['35годишен', 'счупи', 'дрегера']",0,1,0
"вчера там термометрите са отчели минус 12 градуса, което е най-ниската температура от 1951 г., когато е започнало воденето на подобни статистики",14-01-21 14:56,6,0,0,Novini.bg,0,статистики,True,22,5.590909091,0,"['вчера', 'там', 'термометрите', 'са', 'отчели', 'минус', '12', 'градуса', ',', 'което', 'е', 'най-ниската', 'температура', 'от', '1951', 'г.', ',', 'когато', 'е', 'започнало', 'воденето', 'на', 'подобни', 'статистики']","['вчера', 'там', 'термометрите', 'са', 'отчели', 'минус', '12', 'градуса', 'което', 'е', 'найниската', 'температура', 'от', '1951', 'г', 'когато', 'е', 'започнало', 'воденето', 'на', 'подобни', 'статистики']",9,4,0
"управлението ще бъде заложник на това да се крепи парламентарното мнозинство, заяви бившият вицепремиер",14-01-21 14:47,5,0,4,Novini.bg,0,вицепремиер,True,14,6.428571429,0,"['управлението', 'ще', 'бъде', 'заложник', 'на', 'това', 'да', 'се', 'крепи', 'парламентарното', 'мнозинство', ',', 'заяви', 'бившият', 'вицепремиер']","['управлението', 'ще', 'бъде', 'заложник', 'на', 'това', 'да', 'се', 'крепи', 'парламентарното', 'мнозинство', 'заяви', 'бившият', 'вицепремиер']",6,1,0
разказ за мафията от първо лице,14-01-21 14:36,6,0,0,Novini.bg,0,лице,True,6,4.333333333,0,"['разказ', 'за', 'мафията', 'от', 'първо', 'лице']","['разказ', 'за', 'мафията', 'от', 'първо', 'лице']",3,0,0
физически активните много по-рядко страдат от болести на сърцето,14-01-21 14:36,5,0,0,Novini.bg,0,сърцето,True,9,6.222222222,0,"['физически', 'активните', 'много', 'по-рядко', 'страдат', 'от', 'болести', 'на', 'сърцето']","['физически', 'активните', 'много', 'порядко', 'страдат', 'от', 'болести', 'на', 'сърцето']",3,1,0
"на частното парти не са спазени противоепедимичните мерки, но не изглежда това да притеснява някого (видео)",14-01-21 14:34,11,0,2,Novini.bg,0,(видео),True,16,5.75,0,"['на', 'частното', 'парти', 'не', 'са', 'спазени', 'противоепедимичните', 'мерки', ',', 'но', 'не', 'изглежда', 'това', 'да', 'притеснява', 'някого', '(', 'видео', ')']","['на', 'частното', 'парти', 'не', 'са', 'спазени', 'противоепедимичните', 'мерки', 'но', 'не', 'изглежда', 'това', 'да', 'притеснява', 'някого', '', 'видео', '']",7,1,0
американски гълъб успя да прелети 15 хиляди километра и от сащ се озова в австралия. 🌎,14-01-21 14:28,20,4,0,Novini.bg,0,🌎,True,16,4.4375,0,"['американски', 'гълъб', 'успя', 'да', 'прелети', '15', 'хиляди', 'километра', 'и', 'от', 'сащ', 'се', 'озова', 'в', 'австралия', '.', '🌎']","['американски', 'гълъб', 'успя', 'да', 'прелети', '15', 'хиляди', 'километра', 'и', 'от', 'сащ', 'се', 'озова', 'в', 'австралия', '']",6,1,0
особено внимателни трябва да бъдат и бременните,14-01-21 14:28,43,61,38,Novini.bg,0,бременните,True,7,5.857142857,0,"['особено', 'внимателни', 'трябва', 'да', 'бъдат', 'и', 'бременните']","['особено', 'внимателни', 'трябва', 'да', 'бъдат', 'и', 'бременните']",5,0,0
между 5 и 6 изтребителя миг-29 са в техническа изправност,14-01-21 14:26,76,15,119,Novini.bg,0,изправност,True,10,4.8,0,"['между', '5', 'и', '6', 'изтребителя', 'миг-29', 'са', 'в', 'техническа', 'изправност']","['между', '5', 'и', '6', 'изтребителя', 'миг29', 'са', 'в', 'техническа', 'изправност']",4,1,0
"в момента по реда на закона за пчеларството пчелините се регистрират в кметствата, а според а закона за ветеринарномедицинската дейност - в областните дирекции по безопасност на храните",14-01-21 14:17,3,0,0,Novini.bg,0,храните,True,28,5.642857143,0,"['в', 'момента', 'по', 'реда', 'на', 'закона', 'за', 'пчеларството', 'пчелините', 'се', 'регистрират', 'в', 'кметствата', ',', 'а', 'според', 'а', 'закона', 'за', 'ветеринарномедицинската', 'дейност', '-', 'в', 'областните', 'дирекции', 'по', 'безопасност', 'на', 'храните']","['в', 'момента', 'по', 'реда', 'на', 'закона', 'за', 'пчеларството', 'пчелините', 'се', 'регистрират', 'в', 'кметствата', 'а', 'според', 'а', 'закона', 'за', 'ветеринарномедицинската', 'дейност', 'в', 'областните', 'дирекции', 'по', 'безопасност', 'на', 'храните']",14,2,0
последни данни за разпространението на коронавируса в разград,14-01-21 14:16,5,0,0,Novini.bg,0,разград,True,8,6.75,0,"['последни', 'данни', 'за', 'разпространението', 'на', 'коронавируса', 'в', 'разград']","['последни', 'данни', 'за', 'разпространението', 'на', 'коронавируса', 'в', 'разград']",3,0,0
тази нощ са нападнали възрастни мъж и жена (видео),14-01-21 14:15,24,8,25,Novini.bg,0,(видео),True,9,4.666666667,0,"['тази', 'нощ', 'са', 'нападнали', 'възрастни', 'мъж', 'и', 'жена', '(', 'видео', ')']","['тази', 'нощ', 'са', 'нападнали', 'възрастни', 'мъж', 'и', 'жена', '', 'видео', '']",3,0,0
"десетки мазета, приземни етажи и дворове са били отводнявали🔽",14-01-21 14:15,4,0,1,Novini.bg,0,отводнявали🔽,True,9,5.8888888889999995,0,"['десетки', 'мазета', ',', 'приземни', 'етажи', 'и', 'дворове', 'са', 'били', 'отводнявали🔽']","['десетки', 'мазета', 'приземни', 'етажи', 'и', 'дворове', 'са', 'били', 'отводнявали']",3,1,0
"смята се, че изображението на диво прасе е на 45 500 години. ⤵",14-01-21 14:09,6,3,0,Novini.bg,0,⤵,True,13,3.8461538460000004,0,"['смята', 'се', ',', 'че', 'изображението', 'на', 'диво', 'прасе', 'е', 'на', '45', '500', 'години', '.', '⤵']","['смята', 'се', 'че', 'изображението', 'на', 'диво', 'прасе', 'е', 'на', '45', '500', 'години', '']",6,2,0
"от днес в страната се ваксинират здравните работници, след като вчера първите ваксини срещу covid-19 бяха поставени на министъра на здравеопазването фахреттин коджа и членовете на научния съвет за борба с коронавируса",14-01-21 14:02,6,2,0,Novini.bg,0,коронавируса,True,32,5.8125,0,"['от', 'днес', 'в', 'страната', 'се', 'ваксинират', 'здравните', 'работници', ',', 'след', 'като', 'вчера', 'първите', 'ваксини', 'срещу', 'covid-19', 'бяха', 'поставени', 'на', 'министъра', 'на', 'здравеопазването', 'фахреттин', 'коджа', 'и', 'членовете', 'на', 'научния', 'съвет', 'за', 'борба', 'с', 'коронавируса']","['от', 'днес', 'в', 'страната', 'се', 'ваксинират', 'здравните', 'работници', 'след', 'като', 'вчера', 'първите', 'ваксини', 'срещу', 'covid19', 'бяха', 'поставени', 'на', 'министъра', 'на', 'здравеопазването', 'фахреттин', 'коджа', 'и', 'членовете', 'на', 'научния', 'съвет', 'за', 'борба', 'с', 'коронавируса']",14,2,0
"притежател на биткойни не си спомня паролата за достъп до дигиталния си портфейл, в който е „закътал“ 7002 биткойна на обща стойност 236 милиона долара.",14-01-21 13:57,4,3,0,Novini.bg,0,долара.,True,25,5.12,0,"['притежател', 'на', 'биткойни', 'не', 'си', 'спомня', 'паролата', 'за', 'достъп', 'до', 'дигиталния', 'си', 'портфейл', ',', 'в', 'който', 'е', '„', 'закътал', '“', '7002', 'биткойна', 'на', 'обща', 'стойност', '236', 'милиона', 'долара', '.']","['притежател', 'на', 'биткойни', 'не', 'си', 'спомня', 'паролата', 'за', 'достъп', 'до', 'дигиталния', 'си', 'портфейл', 'в', 'който', 'е', '', 'закътал', '', '7002', 'биткойна', 'на', 'обща', 'стойност', '236', 'милиона', 'долара']",10,2,0
олимпийската ни надежда за медал от tokyo 2020 staniliya stamenova разказа за своите неволи по време на подготовката си 🏐🇧,14-01-21 13:54,0,2,0,Novini.bg,0,🏐🇧,True,20,5.15,0,"['олимпийската', 'ни', 'надежда', 'за', 'медал', 'от', 'tokyo', '2020', 'staniliya', 'stamenova', 'разказа', 'за', 'своите', 'неволи', 'по', 'време', 'на', 'подготовката', 'си', '🏐🇧']","['олимпийската', 'ни', 'надежда', 'за', 'медал', 'от', 'tokyo', '2020', 'staniliya', 'stamenova', 'разказа', 'за', 'своите', 'неволи', 'по', 'време', 'на', 'подготовката', 'си', '']",8,0,0
"верижната катастрофа с три автомобила на кръстовището на бул. ""раковски"" и ул. ""дунав"" стана около 1.30 часа на 1 януари миналата година",14-01-21 13:48,0,0,0,Novini.bg,0,година,True,22,5.227272727,0,"['верижната', 'катастрофа', 'с', 'три', 'автомобила', 'на', 'кръстовището', 'на', 'бул', '.', '``', 'раковски', ""''"", 'и', 'ул', '.', '``', 'дунав', ""''"", 'стана', 'около', '1.30', 'часа', 'на', '1', 'януари', 'миналата', 'година']","['верижната', 'катастрофа', 'с', 'три', 'автомобила', 'на', 'кръстовището', 'на', 'бул', '', 'раковски', '', 'и', 'ул', '', 'дунав', '', 'стана', 'около', '130', 'часа', 'на', '1', 'януари', 'миналата', 'година']",9,7,0
"категорично не българия избира чуждите почетни консули, а съответната държава, която ги назначава❗",14-01-21 13:48,14,2,10,Novini.bg,0,назначава❗,True,13,6.615384615,0,"['категорично', 'не', 'българия', 'избира', 'чуждите', 'почетни', 'консули', ',', 'а', 'съответната', 'държава', ',', 'която', 'ги', 'назначава❗']","['категорично', 'не', 'българия', 'избира', 'чуждите', 'почетни', 'консули', 'а', 'съответната', 'държава', 'която', 'ги', 'назначава']",4,2,0
"светият престол потвърди, че папа франциск и неговият предшественик, почетният папа бенедикт шестнайсети са били ваксинирани срещу covid-19.",14-01-21 13:46,6,0,16,Novini.bg,0,covid-19.,True,18,6.833333333,0,"['светият', 'престол', 'потвърди', ',', 'че', 'папа', 'франциск', 'и', 'неговият', 'предшественик', ',', 'почетният', 'папа', 'бенедикт', 'шестнайсети', 'са', 'били', 'ваксинирани', 'срещу', 'covid-19', '.']","['светият', 'престол', 'потвърди', 'че', 'папа', 'франциск', 'и', 'неговият', 'предшественик', 'почетният', 'папа', 'бенедикт', 'шестнайсети', 'са', 'били', 'ваксинирани', 'срещу', 'covid19']",5,4,0
"водещата елън дедженеръс отново започна да прави предаването си, след като през декември ѝ се наложи да го прекрати заради covid-19.",14-01-21 13:30,0,0,1,Novini.bg,0,covid-19.,True,21,5.333333333,0,"['водещата', 'елън', 'дедженеръс', 'отново', 'започна', 'да', 'прави', 'предаването', 'си', ',', 'след', 'като', 'през', 'декември', 'ѝ', 'се', 'наложи', 'да', 'го', 'прекрати', 'заради', 'covid-19', '.']","['водещата', 'елън', 'дедженеръс', 'отново', 'започна', 'да', 'прави', 'предаването', 'си', 'след', 'като', 'през', 'декември', 'ѝ', 'се', 'наложи', 'да', 'го', 'прекрати', 'заради', 'covid19']",11,3,0
импийчмънтът се ползва с подкрепата на 94% от симпатизантите на демократическата партия и 54% от независимите,14-01-21 13:27,53,5,50,Novini.bg,0,независимите,True,16,5.875,0,"['импийчмънтът', 'се', 'ползва', 'с', 'подкрепата', 'на', '94', '%', 'от', 'симпатизантите', 'на', 'демократическата', 'партия', 'и', '54', '%', 'от', 'независимите']","['импийчмънтът', 'се', 'ползва', 'с', 'подкрепата', 'на', '94', '', 'от', 'симпатизантите', 'на', 'демократическата', 'партия', 'и', '54', '', 'от', 'независимите']",7,0,0
"георги харизанов смята, че желаещи за коалиция с дб няма",14-01-21 13:25,3,0,0,Novini.bg,0,няма,True,10,4.7,0,"['георги', 'харизанов', 'смята', ',', 'че', 'желаещи', 'за', 'коалиция', 'с', 'дб', 'няма']","['георги', 'харизанов', 'смята', 'че', 'желаещи', 'за', 'коалиция', 'с', 'дб', 'няма']",4,1,0
"европейската комисия съобщи, че е изготвила стратегически препоръки за 14 новосъздадени центъра за научни изследвания в българия, съфинансирани по политиката на ес за сближаване.",14-01-21 13:23,3,0,0,Novini.bg,0,сближаване.,True,24,6.458333333,0,"['европейската', 'комисия', 'съобщи', ',', 'че', 'е', 'изготвила', 'стратегически', 'препоръки', 'за', '14', 'новосъздадени', 'центъра', 'за', 'научни', 'изследвания', 'в', 'българия', ',', 'съфинансирани', 'по', 'политиката', 'на', 'ес', 'за', 'сближаване', '.']","['европейската', 'комисия', 'съобщи', 'че', 'е', 'изготвила', 'стратегически', 'препоръки', 'за', '14', 'новосъздадени', 'центъра', 'за', 'научни', 'изследвания', 'в', 'българия', 'съфинансирани', 'по', 'политиката', 'на', 'ес', 'за', 'сближаване']",8,3,0
"лидерът на нфсб разкритикува българите, нямали застрахователна култура",14-01-21 13:22,139,5,130,Novini.bg,0,култура,True,8,7.875,0,"['лидерът', 'на', 'нфсб', 'разкритикува', 'българите', ',', 'нямали', 'застрахователна', 'култура']","['лидерът', 'на', 'нфсб', 'разкритикува', 'българите', 'нямали', 'застрахователна', 'култура']",1,1,0
в момента пясъчните плажове напомнят картина на лунен пейзаж,14-01-21 12:59,8,2,0,Novini.bg,0,пейзаж,True,9,5.777777778,0,"['в', 'момента', 'пясъчните', 'плажове', 'напомнят', 'картина', 'на', 'лунен', 'пейзаж']","['в', 'момента', 'пясъчните', 'плажове', 'напомнят', 'картина', 'на', 'лунен', 'пейзаж']",3,0,0
христо иванов вече е бил част от правителство на борисов,14-01-21 12:57,16,0,29,Novini.bg,0,борисов,True,10,4.7,0,"['христо', 'иванов', 'вече', 'е', 'бил', 'част', 'от', 'правителство', 'на', 'борисов']","['христо', 'иванов', 'вече', 'е', 'бил', 'част', 'от', 'правителство', 'на', 'борисов']",5,0,0
младият мъж е отказал е да даде кръвна проба и е задържан за срок до 24 часа,14-01-21 12:54,1,3,0,Novini.bg,0,часа,True,17,3.529411765,0,"['младият', 'мъж', 'е', 'отказал', 'е', 'да', 'даде', 'кръвна', 'проба', 'и', 'е', 'задържан', 'за', 'срок', 'до', '24', 'часа']","['младият', 'мъж', 'е', 'отказал', 'е', 'да', 'даде', 'кръвна', 'проба', 'и', 'е', 'задържан', 'за', 'срок', 'до', '24', 'часа']",8,0,0
"дъщерното на държавната консолидационна компания дружество е със 70-годишна история и е участвало в изграждането на всички обекти в страната и чужбина, сред които разширението на столичното метро",14-01-21 12:46,3,0,0,Novini.bg,0,метро,True,28,6.0,0,"['дъщерното', 'на', 'държавната', 'консолидационна', 'компания', 'дружество', 'е', 'със', '70-годишна', 'история', 'и', 'е', 'участвало', 'в', 'изграждането', 'на', 'всички', 'обекти', 'в', 'страната', 'и', 'чужбина', ',', 'сред', 'които', 'разширението', 'на', 'столичното', 'метро']","['дъщерното', 'на', 'държавната', 'консолидационна', 'компания', 'дружество', 'е', 'със', '70годишна', 'история', 'и', 'е', 'участвало', 'в', 'изграждането', 'на', 'всички', 'обекти', 'в', 'страната', 'и', 'чужбина', 'сред', 'които', 'разширението', 'на', 'столичното', 'метро']",13,2,0
радев обяви датата на изборите,14-01-21 17:50,0,0,1,posledninovini,0,изборите,True,5,5.2,0,"['радев', 'обяви', 'датата', 'на', 'изборите']","['радев', 'обяви', 'датата', 'на', 'изборите']",1,0,0
първата от 70 г. екзекуция на жена в сащ-ето за какви провинения,14-01-21 12:52,1,0,0,posledninovini,0,провинения,True,12,4.416666667,0,"['първата', 'от', '70', 'г.', 'екзекуция', 'на', 'жена', 'в', 'сащ-ето', 'за', 'какви', 'провинения']","['първата', 'от', '70', 'г', 'екзекуция', 'на', 'жена', 'в', 'сащето', 'за', 'какви', 'провинения']",6,2,0
